movie_id,title,genres,crew,actor_1,actor_2,actor_3,tags
19803,underclassman,"Action, Comedy",MarcosSiega,NickCannon,RoselynSánchez,ShawnAshmore,A young detective go undercover at an elite private school to destroy an international stolen car ring. Action Comedy police highschool undercovercop NickCannon RoselynSánchez ShawnAshmore MarcosSiega
20309,say it isn't so,"Comedy, Romance",J.B.Rogers,ChrisKlein,HeatherGraham,OrlandoJones,"Boy meet girl; boy fall in love (and had wild, non-stop sex) with girl; boy loses girl... when they discover they are brother and sister! But when he learns that he's the victim of the ultimate case of mistaken identity, the lovesick young man -- whom everyone still think is after some taboo thrill -- must race across the country to stop her from marrying another man. Comedy Romance ChrisKlein HeatherGraham OrlandoJones J.B.Rogers"
9912,the world's fastest indian,Drama,RogerDonaldson,AnthonyHopkins,IainRea,TessaMitchell,"The life story of New Zealander Burt Munro, who spent year building a 1920 Indian motorcycle -- a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967. Drama newzealand utah life'sdream independentfilm motorcycle motorcycleracing trailer mortgage AnthonyHopkins IainRea TessaMitchell RogerDonaldson"
9067,tank girl,"Action, Comedy, Fantasy, ScienceFiction",RachelTalalay,LoriPetty,Ice-T,NaomiWatts,"Based on the British cult comic-strip, our tank-riding anti-heroine fight a mega-corporation, which control the world's water supply. Action Comedy Fantasy ScienceFiction destroy dystopia reincarnation desert artialarts womandirector LoriPetty Ice-T NaomiWatts RachelTalalay"
27360,king's ransom,"Comedy, Crime",JeffreyW.Byrd,AnthonyAnderson,JayMohr,KellitaSmith,"Hoping to foil his own gold-digging wife's plan, a loathsome businessman arranges his own kidnapping, only to realize that there are plenty of other people interested in his wealth a well. Comedy Crime caper action AnthonyAnderson JayMohr KellitaSmith JeffreyW.Byrd"
8338,blindness,"Drama, Mystery, ScienceFiction, Thriller",FernandoMeirelles,JulianneMoore,MarkRuffalo,AliceBraga,"When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific condition of their imposed quarantine. Drama Mystery ScienceFiction Thriller fight blindnessandimpairedvision asylum leader society eyespecialist uprising doomsday plague JulianneMoore MarkRuffalo AliceBraga FernandoMeirelles"
168705,bloodrayne,"Action, Adventure, Fantasy, Horror",UweBoll,KristannaLoken,BenKingsley,MichelleRodriguez,"In eighteenth century Romania, Rayne, a dhampir (half-human, half-vampire), prone to fit of blind blood rage but saddled with a compunction for humans, strives to avenge her mother's rape by her father, Kagan, King of Vampires. Two vampire hunters, Sebastian and Vladimir, from the Brimstone Society persuade her to join their cause. Action Adventure Fantasy Horror vampire vampirehunter basedonvideogame romania KristannaLoken BenKingsley MichelleRodriguez UweBoll"
72113,carnage,"Comedy, Drama",RomanPolanski,KateWinslet,JodieFoster,ChristophWaltz,"After 11-year-old Zachary Cowan strike his classmate across the face with a stick after an argument, the victim's parent invite Zachary's parent to their Brooklyn apartment to deal with the incident in a civilized manner. Comedy Drama flat mobilephone hamster insult darkcomedy writer tulip meeting puke pant liberal KateWinslet JodieFoster ChristophWaltz RomanPolanski"
9729,where the truth lies,"Drama, Mystery, Thriller",AtomEgoyan,KevinBacon,ColinFirth,AlisonLohman,An ambitious reporter probe the reason behind the sudden split of a 1950s comedy team. Drama Mystery Thriller sex journalist journalism 1970s entertainer one-nightstand extramaritalaffair sexparty KevinBacon ColinFirth AlisonLohman AtomEgoyan
94352,cirque du soleil: worlds away,"Fantasy, Family",AndrewAdamson,EricaLinz,IgorZaripov,MattGillanders,"An original story featuring performance by Cirque du Soleil. A young woman is entranced by an Aerialist. When they fall into the dreamlike world of Cirque du Soleil and are separated, they travel through the different tent world trying to find each other. Fantasy Family clown music mime cirquedusoleil carnies aerialist EricaLinz IgorZaripov MattGillanders AndrewAdamson"
22256,without limits,Drama,RobertTowne,BillyCrudup,DonaldSutherland,MonicaPotter,"The film follows the life of famous 1970s runner Steve Prefontaine from his youth day in Oregon to the University of Oregon where he worked with the legendary coach Bill Bowerman, later to Olympics in Munich and his early death at 24 in a car crash. Drama running olympicgames sport athlete BillyCrudup DonaldSutherland MonicaPotter RobertTowne"
12404,me and orson welles,"Comedy, Drama, Romance",RichardLinklater,ZacEfron,ClaireDanes,ChristianMcKay,"New York, 1937. A teenager hired to star in Orson Welles' production of Julius Caesar becomes attracted to a career-driven production assistant. Comedy Drama Romance newyork basedonnovel historicalfigure theater 1930s ZacEfron ClaireDanes ChristianMcKay RichardLinklater"
152742,the best offer,"Drama, Romance, Crime, Mystery",GiuseppeTornatore,GeoffreyRush,JimSturgess,SylviaHoeks,"Virgil Oldman is a world renowned antique expert and auctioneer. An eccentric genius, he lead a solitary life, going to extreme length to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core. Drama Romance Crime Mystery painting auctioneer confidencegame fineart honeypot GeoffreyRush JimSturgess SylviaHoeks GiuseppeTornatore"
11699,the bad lieutenant: port of call - new orleans,"Drama, Crime",WernerHerzog,NicolasCage,EvaMendes,ValKilmer,"Terrence McDonagh, a New Orleans Police sergeant, who start out a a good cop, receiving a medal and a promotion to lieutenant for heroism during Hurricane Katrina. During his heroic act, McDonagh injures his back and later becomes addicted to prescription pain medication. McDonagh find himself involved with a drug dealer who is suspected of murdering a family of African immigrants. Drama Crime policebrutality organizedcrime policeman illegaldrugs murderinvestigation corruptcop NicolasCage EvaMendes ValKilmer WernerHerzog"
49953,a turtle's tale: sammy's adventures,"Animation, Family",BenStassen,YuriLowenthal,GemmaArterton,IsabelleFuhrman,"A sea turtle who wa hatched in 1959 spends the next 50 year traveling the world while it is being changed by global warming. Born on a Baja, California beach in 1959, new hatchling Sammy must do what his fellow newborn sea turtle are doing: race across the beach to the ocean before they are captured by a seagull or crab. Thus begin Sammy's incredible fifty-year ocean journey. Along the way he meet his best friend, a fellow turtle named Ray, and overcomes obstacle both natural and man-made while trying to fulfill his dream of travelling around the world. Throughout his voyage, Sammy never forgets about Shelly - the turtle he saved on his first day and love passionately from afar. Based on the actual trajectory of a sea turtle's life, the film illustrates the danger human pose to the species' survival. The film combine entertainment with an important environmental message. Animation Family globalwarming seaturtle 3d YuriLowenthal GemmaArterton IsabelleFuhrman BenStassen"
48034,little white lies,"Comedy, Drama",GuillaumeCanet,FrançoisCluzet,MarionCotillard,BenoîtMagimel,"Despite a traumatic event, a group of friend decide to go ahead with their annual beach vacation. Their relationships, convictions, sense of guilt and friendship are sorely tested. They are finally forced to own up to the little white lie they've been telling each other. Comedy Drama americanfootball countryhouse motorboat malefemalerelationship thirtysomething beachhouse organicfood weasel groupoffriends reprimand declarationoflove parentchildrelationship texting lowtide forced interruptedvacation osteopath lovesick FrançoisCluzet MarionCotillard BenoîtMagimel GuillaumeCanet"
39845,love ranch,Drama,TaylorHackford,HelenMirren,JoePesci,SergioPeris-Mencheta,Story of a couple that start the first legal brothel in Nevada and a boxer they own a piece of. Drama independentfilm HelenMirren JoePesci SergioPeris-Mencheta TaylorHackford
25353,the true story of puss 'n boots,"Family, Adventure, Animation",JérômeDeschamps PascalHérold MachaMakeïeff,JérômeDeschamps,YolandeMoreau,LouiseWallon,"A free adaptation of Charles Perrault's famous Puss'n Boots, ""The True Story of Puss'n Boots"" is a story for young and old for the first time on cinema screens. Family Adventure Animation cat surrealism cartooncat JérômeDeschamps YolandeMoreau LouiseWallon JérômeDeschamps PascalHérold MachaMakeïeff"
36696,space dogs,"Family, Animation",InnaEvlannikova SvyatoslavUshakov,AnnaBolshova,EvgenyMironov,SergeyGarmash,"Belka, the amazing flying dog is unexpectedly hurdled into the street of Moscow when the rocket she is in malfunction during one of her circus routines. Fortunately the crash lead her to meet a streetwise dog named Strelka and her irredeemable rat friend Venya. Together with other amusing friend found along the way, the three find themselves in a space program-training center where they get sent away in a rocket, leaving planet Earth... Family Animation russia spacemission space outerspace dog AnnaBolshova EvgenyMironov SergeyGarmash InnaEvlannikova SvyatoslavUshakov"
109091,the counselor,"Thriller, Crime, Drama",RidleyScott,MichaelFassbender,CameronDiaz,JavierBardem,A rich and successful lawyer named Counselor is about to get married to his fiancée but soon meet up with the middle-man known a Westray who tell him his drug trafficking plan ha taken a horrible twist and now he must protect himself and his soon bride-to-be lover a the truth of the drug business uncovers and target become chosen. Thriller Crime Drama poetry lawyer drugsmuggling drugtrafficking reddress MichaelFassbender CameronDiaz JavierBardem RidleyScott
38543,ironclad,"Romance, Adventure, Action, History",JonathanEnglish,JamesPurefoy,KateMara,JasonFlemyng,"In the year 1215, the rebel baron of England have forced their despised King John to put his royal seal on the Magna Carta, a seminal document that upheld the right of free men. Yet within month of pledging himself to the great charter, the King reneged on his word and assembled a mercenary army on the south coast of England with the intention of bringing the baron and the country back under his tyrannical rule. Barring his way stood the mighty Rochester castle, a place that would become the symbol of the rebel's momentous struggle for justice and freedom. Romance Adventure Action History ambush hero fight castle battlefield duel king orderofthetemplars JamesPurefoy KateMara JasonFlemyng JonathanEnglish"
33157,waterloo,"History, Action, Drama",SergeyBondarchuk,RodSteiger,ChristopherPlummer,OrsonWelles,"After defeating France and imprisoning Napoleon on Elba, ending two decade of war, Europe is shocked to find Napoleon ha escaped and ha caused the French Army to defect from the King back to him. The best of the British generals, the Duke of Wellington, beat Napolean's best general in Spain and Portugal, but now must beat Napoleon himself with an Anglo Allied army. History Action Drama biography napoleonbonaparte waterloo RodSteiger ChristopherPlummer OrsonWelles SergeyBondarchuk"
290864,kung fu jungle,"Crime, Action, Thriller",TeddyChan,DonnieYen,CharlieYeung,WangBaoqiang,"A martial art instructor working at a police academy get imprisoned after killing a man by accident. But when a vicious killer start targeting martial art masters, the instructor offer to help the police in return for his freedom. Crime Action Thriller martialarts kungfu serialkiller DonnieYen CharlieYeung WangBaoqiang TeddyChan"
242166,red sky,"Action, Thriller",MarioVanPeebles,CamGigandet,RachaelLeighCook,ShaneWest,"Disgraced Top Gun fighter pilot Butch Masters lead a rogue squad in recovery of a WMD. Masters must navigate a fractured friendship, a love triangle, and must take to the sky to reclaim his military and personal honor. Action Thriller lovetriangle middleeast fight kidnapping missile pilot honor betrayal mission conspiracy attack explosion combat jet military rogue squad wmd dogfight CamGigandet RachaelLeighCook ShaneWest MarioVanPeebles"
859,dangerous liaisons,"Drama, Romance",StephenFrears,GlennClose,JohnMalkovich,MichellePfeiffer,Dangerous Liaisons is the film based on the novel of the same name by Choderlos de Laclos set in 18th century France. Marquise de Merteuil’s asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet thing don’t go a planned in this love triangle drama. Drama Romance lovesickness sexuality cheating cynic ladykiller fiancé arrangedmarriage passion seduction loveletter boredom courtlylife frenchrevolution lover plan praise genderroles GlennClose JohnMalkovich MichellePfeiffer StephenFrears
83770,on the road,"Adventure, Drama",WalterSalles,GarrettHedlund,SamRiley,KristenStewart,"Dean and Sal are the portrait of the Beat Generation. Their search for ""It"" result in a fast paced, energetic roller coaster ride with high and low throughout the U.S. Adventure Drama basedonnovel cemetery narration nudity funeral song friendship roadtrip marijuana snow cigarettesmoking writer photograph ontheroad sexscene typewriter voiceover suicidethoughts roadmovie denvercolorado kerouac GarrettHedlund SamRiley KristenStewart WalterSalles"
168,star trek iv: the voyage home,"ScienceFiction, Adventure",LeonardNimoy,WilliamShatner,LeonardNimoy,DeForestKelley,"Fugitives of the Federation for their daring rescue of Spock from the doomed Genesis Planet, Admiral Kirk (William Shatner) and his crew begin their journey home to face justice for their actions. But a they near Earth, they find it at the mercy of a mysterious alien presence whose signal are slowly destroying the planet. In a desperate attempt to answer the call of the probe, Kirk and his crew race back to the late twentieth century. However they soon find the world they once knew to be more alien than anything they've encountered in the far reach of the galaxy! ScienceFiction Adventure savingtheworld sanfrancisco ussenterprise-a timetravel whale marinebiologist vulcan spaceopera WilliamShatner LeonardNimoy DeForestKelley LeonardNimoy"
1246,rocky balboa,Drama,SylvesterStallone,SylvesterStallone,BurtYoung,MiloVentimiglia,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty year his junior. Drama philadelphia transporter fight loveofone'slife publicity boxer grave tombstone tvstation boxingmatch comeback training restaurantowner worldchampion challenger virtualfight defeat victory cancer over-the-hillfighter SylvesterStallone BurtYoung MiloVentimiglia SylvesterStallone"
4233,scream 2,"Horror, Mystery",WesCraven,DavidArquette,NeveCampbell,CourteneyCox,"Two year after the terrifying event that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life ha now been made into a major motion picture. When two college student are killed in a theatre while watching the new film 'Stab', Sidney know deep down that history is repeating itself. Horror Mystery filmfestivals slaughter slasher DavidArquette NeveCampbell CourteneyCox WesCraven"
174751,jane got a gun,"Action, Drama, Western",GavinO'Connor,NataliePortman,JoelEdgerton,EwanMcGregor,"After her outlaw husband return home shot with eight bullet and barely alive, Jane reluctantly reach out to an ex-lover who she hasn't seen in over ten year to help her defend her farm when the time come that her husband's gang eventually track him down to finish the job. Action Drama Western NataliePortman JoelEdgerton EwanMcGregor GavinO'Connor"
184098,think like a man too,"Comedy, Romance",TimStory,AdamBrody,MichaelEaly,JerryFerrara,"All the couple are back for a wedding in Las Vegas, but plan for a romantic weekend go awry when their various misadventure get them into some compromising situation that threaten to derail the big event. Comedy Romance AdamBrody MichaelEaly JerryFerrara TimStory"
2069,the whole nine yards,"Comedy, Crime",JonathanLynn,BruceWillis,MatthewPerry,RosannaArquette,"A mobster named Jimmy the Tulip agrees to cooperate with an FBI investigation in order to stay out of prison; he's relocated by the authority to a life of suburban anonymity a part of a witness protection program. It's not long before a couple of his new neighbor figure out his true identity and come knocking to see if he'd be up for one more hit, suburban style. Comedy Crime bounty gangsterboss montreal gangster dentist hoodlum BruceWillis MatthewPerry RosannaArquette JonathanLynn"
1788,footloose,"Drama, Family, Music, Romance",HerbertRoss,KevinBacon,JohnLithgow,DianneWiest,"When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock. Drama Family Music Romance dancing dancer dance music danceteacher KevinBacon JohnLithgow DianneWiest HerbertRoss"
11635,old school,Comedy,ToddPhillips,LukeWilson,WillFerrell,VinceVaughn,Three friend attempt to recapture their glory day by opening up a fraternity near their alma mater. Comedy sexdoll streaking mouthtomouthresuscitation LukeWilson WillFerrell VinceVaughn ToddPhillips
177,the fisher king,"Comedy, Drama",TerryGilliam,JeffBridges,RobinWilliams,MercedesRuehl,Two troubled men face their terrible destiny and event of their past a they join together on a mission to find the Holy Grail and thus to save themselves. Comedy Drama holygrail homelessperson lossoflover mentaldisease senseofguilt suppressedpast yuppie cynic fantasy self-discovery housebreaking forgiveness gunrampage talkshow legend unsociability personrunningamok JeffBridges RobinWilliams MercedesRuehl TerryGilliam
3600,i still know what you did last summer,"Horror, Mystery, Thriller",DannyCannon,JenniferLoveHewitt,FreddiePrinzeJr.,MekhiPhifer,"Unfinished business with coed Julie James brings the murderer to the Bahamas to terrorize her and her friends, Karla, Tyrell and Will, during a vacation. Can Ray Bronson who survived a bloody attack alongside Julie two summer ago, get to the island in time to save everyone? Horror Mystery Thriller competition island radio bahamas college knife fisherman vacation revenge murder marijuana resort blood slasher storm hook killer JenniferLoveHewitt FreddiePrinzeJr. MekhiPhifer DannyCannon"
2621,return to me,"Romance, Comedy, Drama",BonnieHunt,DavidDuchovny,MinnieDriver,CarrollO'Connor,"It took a lot of cajoling to get Bob (Duchovny), a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress, Grace (Driver). Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their heart for good. Romance Comedy Drama transplantation loveofone'slife veterinarian womandirector DavidDuchovny MinnieDriver CarrollO'Connor BonnieHunt"
10358,zack and miri make a porno,Comedy,KevinSmith,SethRogen,ElizabethBanks,JenniferSchwalbachSmith,"Lifelong platonic friend Zack and Miri look to solve their respective cash-flow problem by making an adult film together. As the camera roll, however, the duo begin to sense that they may have more feeling for each other than they previously thought. Comedy pornography loveofone'slife platoniclove pornographicvideo bestfriend sexcomedy bestfriendsinlove aftercreditsstinger duringcreditsstinger SethRogen ElizabethBanks JenniferSchwalbachSmith KevinSmith"
10480,nurse betty,"Comedy, Crime, Thriller",NeilLaBute,RenéeZellweger,MorganFreeman,ChrisRock,"What happens when a person decides that life is merely a state of mind? If you're Betty, a small-town waitress and soap opera fan from Fair Oaks, Kansas, you refuse to believe that you can't be with the love of your life just because he doesn't really exist. After all, life is no excuse for not living. Traumatized by a savage event, Betty enters into a fugue state that allows -- even encourages -- her to keep functioning... in a kind of alternate reality. Comedy Crime Thriller independentfilm nativeamerican violence soapopera usedcardealer nurseuniform femalebartender tvproduction heartspecialist formosacafehollywood tvwriter murdererduo RenéeZellweger MorganFreeman ChrisRock NeilLaBute"
10313,the men who stare at goats,"Comedy, War",GrantHeslov,GeorgeClooney,EwanMcGregor,JeffBridges,"A reporter in Iraq might just have the story of a lifetime when he meet Lyn Cassady, a guy who claim to be a former member of the U.S. Army's New Earth Army, a unit that employ paranormal power in their missions. Comedy War vietnamveteran kuwait newage staringcontest druguse paranoidfantasy hippielifestyle GeorgeClooney EwanMcGregor JeffBridges GrantHeslov"
18828,double take,"Adventure, Drama, Action, Comedy, Romance",GeorgeGallo,OrlandoJones,EddieGriffin,GarcelleBeauvais,"The governor of a Mexican state is assassinated. Soon after, junior executive Daryl Chase's life turn upside down: after he flag a huge transfer of fund from a Mexican account a probably illegal, he's attacked in his apartment, rescued by a CIA agent, find his secretary shot dead, and witness two cop get killed. He call the CIA guy who tell him to grab the next train to Mexico. Leaving M Adventure Drama Action Comedy Romance mexico cia fbi train OrlandoJones EddieGriffin GarcelleBeauvais GeorgeGallo"
3558,"girl, interrupted",Drama,JamesMangold,WinonaRyder,AngelinaJolie,CleaDuVall,"Set in the changing world of the late 1960's, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggle with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she ha been committed, and she ultimately ha to choose between the world of people who belong inside or the difficult world of reality outside. Drama basedonnovel suicideattempt puberty biography borderlinepersonalitydisorder WinonaRyder AngelinaJolie CleaDuVall JamesMangold"
13476,win a date with tad hamilton!,"Comedy, Romance",RobertLuketic,JoshDuhamel,KateBosworth,TopherGrace,"A small-town girl win a date with a Hollywood star through a contest. When the date go better than expected, a love triangle form between the girl, the celebrity, and the girl's best friend. Comedy Romance celebrity romanticcomedy malefemalerelationship moviestar JoshDuhamel KateBosworth TopherGrace RobertLuketic"
10208,muppets from space,"Fantasy, Comedy, ScienceFiction, Family",TimHill,SteveWhitmire,DaveGoelz,BillBarretta,"When Gonzo's breakfast cereal tell him that he's the descendant of alien from another planet, his attempt at extraterrestrial communication get him kidnapped by a secret government agency, prompting the Muppets to spring into action. It's hard to believe Gonzo's story at first, but Kermit and friend soon find themselves on an epic journey into outer space filled with plenty of intergalactic misadventures. Fantasy Comedy ScienceFiction Family puppet themuppets SteveWhitmire DaveGoelz BillBarretta TimHill"
24961,the wiz,"Adventure, Family, Fantasy, Music",SidneyLumet,DianaRoss,MichaelJackson,NipseyRussell,"A Thanksgiving dinner brings a host of family together in a Harlem apartment, where a 24-year-old schoolteacher named Dorothy Gale (Diana Ross) life with her Aunt Em (Theresa Merritt) and Uncle Henry (Stanley Greene). Extremely introverted, she has, a Aunt Em tease her, ""never been south of 125th Street"", and refuse to move out and on with her life. Adventure Family Fantasy Music melancholy littledog basedonstagemusical basedonfilm wizard DianaRoss MichaelJackson NipseyRussell SidneyLumet"
20697,ready to rumble,"Action, Comedy, Drama",BrianRobbins,DavidArquette,ScottCaan,OliverPlatt,Two slacker wrestling fan are devastated by the ousting of their favorite character by an unscrupulous promoter. Action Comedy Drama wrestling sport DavidArquette ScottCaan OliverPlatt BrianRobbins
20761,play it to the bone,"Comedy, Drama",RonShelton,AntonioBanderas,WoodyHarrelson,LolitaDavidovich,"Two aging fighter in LA, friends, get a call from a Vegas promoter because his undercard fighter for a Mike Tyson bout that night are suddenly unavailable. He want them to box each other. They agree a long a the winner get a shot at the middleweight title. They enlist Grace, Cesar's current and Vinnie's ex girlfriend, to drive them to Vegas. Comedy Drama sport AntonioBanderas WoodyHarrelson LolitaDavidovich RonShelton"
70868,i don't know how she does it,"Romance, Comedy",DouglasMcGrath,SarahJessicaParker,PierceBrosnan,SarahShahi,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids. Romance Comedy pregnancy familyvacation widower workingmum in-law SarahJessicaParker PierceBrosnan SarahShahi DouglasMcGrath"
43593,piranha 3d,"Comedy, Horror",AlexandreAja,ElisabethShue,AdamScott,JerryO'Connell,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 resident for the annual Spring Break celebration. But then, an earthquake open an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousand of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangover and complaint from locals, a new type of terror is about to be cut loose on Lake Victoria. Comedy Horror yacht movieinmovie scubadiving piranha springbreak maneatenbymonster 3d ElisabethShue AdamScott JerryO'Connell AlexandreAja"
6478,beyond the sea,"Drama, Music",KevinSpacey,KevinSpacey,KateBosworth,JohnGoodman,"Based on the life and career of legendary entertainer, Bobby Darin, the biopic move back and forth between his childhood and adulthood, to tell the tale of his remarkable life. Kevin Spacey did his own singing for Beyond the Sea, recreating Bobby Darin's vocal style with uncanny accuracy. Drama Music musical perfectionist rowboat courtship KevinSpacey KateBosworth JohnGoodman KevinSpacey"
40688,meet the deedles,"Animation, Comedy, Family",SteveBoyum,PaulWalker,JohnAshton,DennisHopper,Two surfer end up a Yellowstone park ranger and have to stop a former ranger who is out for revenge. Animation Comedy Family PaulWalker JohnAshton DennisHopper SteveBoyum
26672,the thief and the cobbler,"Adventure, Fantasy, Animation, ScienceFiction, Family",RichardWilliams,VincentPrice,AnthonyQuayle,SeanConnery,"It is written among the limitless constellation of the celestial heavens, and in the depth of the emerald seas, and upon every grain of sand in the vast deserts, that the world which we see is an outward and visible dream, of an inward and invisible reality ... Once upon a time there wa a golden city. In the center of the golden city, atop the tallest minaret, were three golden balls. The ancient had prophesied that if the three golden ball were ever taken away, harmony would yield to discord, and the city would fall to destruction and death. But... the mystic had also foretold that the city might be saved by the simplest soul with the smallest and simplest of things. In the city there dwelt a lowly shoemaker, who wa known a Tack the Cobbler. Also in the city... existed a Thief, who shall be ... nameless. Adventure Fantasy Animation ScienceFiction Family prophecy witch princess battle desert troubledproduction unfinishedfilm VincentPrice AnthonyQuayle SeanConnery RichardWilliams"
45881,the bridge of san luis rey,"Romance, Drama",MaryMcGuckian,GabrielByrne,F.MurrayAbraham,KathyBates,"The Bridge of San Luis Rey is American author Thornton Wilder's second novel, first published in 1927 to worldwide acclaim. It tell the story of several interrelated people who die in the collapse of an Inca rope-fiber suspension bridge in Peru, and the event that lead up to their being on the bridge.[ A friar who ha witnessed the tragic accident then go about inquiring into the life of the victims, seeking some sort of cosmic answer to the question of why each had to die. The novel won the Pulitzer Prize in 1928. Romance Drama basedonnovel bridge peru perioddrama 18thcentury womandirector collapse GabrielByrne F.MurrayAbraham KathyBates MaryMcGuckian"
41283,faster,"Crime, Drama, Action, Thriller","GeorgeTillman,Jr.",DwayneJohnson,BillyBobThornton,MaggieGrace,"Driver (Dwayne Johnson) ha spent the last 10 year in prison planning revenge for the murder of his brother. Now that Driver is free to carry out his deadly plan only two men stand in his way- Billy Bob Thornton play a veteran cop and Oliver Jackson-Cohen, a crazy hitman. With those two close on his trail, Driver race to carry out his mission a the mystery surrounding his brother murder deepens. Crime Drama Action Thriller DwayneJohnson BillyBobThornton MaggieGrace GeorgeTillman,Jr."
4935,howl's moving castle,"Fantasy, Animation, Adventure",HayaoMiyazaki,TakuyaKimura,AkihiroMiwa,TatsuyaGashûin,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lie with a self-indulgent yet insecure young wizard and his companion in his legged, walking home. Fantasy Animation Adventure flying witch rain castle scarecrow bodyexchange hatter bakery demon anime TakuyaKimura AkihiroMiwa TatsuyaGashûin HayaoMiyazaki"
19908,zombieland,"Comedy, Horror",RubenFleischer,JesseEisenberg,WoodyHarrelson,EmmaStone,"Columbus ha made a habit of running from what scare him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other. Comedy Horror washingtond.c. sistersisterrelationship post-apocalyptic roadtrip bloodsplatter parody survival zombie violence survivalhorror amusementpark twinkie bodycount zombification disposingofadeadbody bittenonthearm loner aftercreditsstinger zombieapocalypse fearofclowns JesseEisenberg WoodyHarrelson EmmaStone RubenFleischer"
10663,the waterboy,Comedy,FrankCoraci,AdamSandler,KathyBates,FairuzaBalk,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage make him a tackling machine whose bone-crushing power might vault his team into the playoffs. Comedy sport socialoutcast ridicule lawnmower desertedbyhusband lowselfesteem blackandwhitetocolor AdamSandler KathyBates FairuzaBalk FrankCoraci
1891,the empire strikes back,"Adventure, Action, ScienceFiction",IrvinKershner,MarkHamill,HarrisonFord,CarrieFisher,"The epic saga continues a Luke Skywalker, in hope of defeating the evil Galactic Empire, learns the way of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stage of capture, betrayal and despair. Adventure Action ScienceFiction rebel android asteroid spacebattle snowstorm spacecolony spaceship lightsaber jedi goodvsevil rebellion theforce spaceopera stormtrooper wookie jedimaster jeditraining droid MarkHamill HarrisonFord CarrieFisher IrvinKershner"
9737,bad boys,"Action, Comedy, Crime, Thriller",MichaelBay,WillSmith,MartinLawrence,TéaLeoni,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hour to reclaim a consignment of drug stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other. Action Comedy Crime Thriller miami detective handcuff airport mexicanstandoff stripclub witnessprotection carcrash internalaffairs gunfight explosion brutality footchase carchase druglord hangar loosecannon bust referencetoskittles blackcop badge actionhero corruptcop WillSmith MartinLawrence TéaLeoni MichaelBay"
37137,the naked gun 2½: the smell of fear,"Comedy, Crime",DavidZucker,LeslieNielsen,PriscillaPresley,GeorgeKennedy,"Bumbling cop Frank Drebin is out to foil the big boy in the energy industry, who intend to suppress technology that will put them out of business. Comedy Crime washingtond.c. usapresident spoof thewhitehouse LeslieNielsen PriscillaPresley GeorgeKennedy DavidZucker"
9532,final destination,Horror,JamesWong,DevonSawa,AliLarter,KerrSmith,"After a teenager ha a terrifying vision of him and his friend dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one. Horror omen airplaneaccident corpse death near-deathexperience DevonSawa AliLarter KerrSmith JamesWong"
10316,the ides of march,Drama,GeorgeClooney,RyanGosling,GeorgeClooney,PhilipSeymourHoffman,Dirty trick stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative. Drama ohio politics dirtytricks presidentialcampaign endorsement campaignspeech presidentialdebate RyanGosling GeorgeClooney PhilipSeymourHoffman GeorgeClooney
